Maturity,Last,Change,High,Low,Settlement,Volume,timestamp
07/31/2024,0,,0,0,14.05,0,03/07/2024 19:00
08/07/2024,0,,0,0,14.05,0,03/07/2024 19:00
08/21/2024,14.3,0.004,14.4,14.2,14.296,"32,173",03/07/2024 19:00
09/18/2024,15.27,0.03,15.4,15.2,15.2401,"14,063",03/07/2024 19:00
10/16/2024,17.72,0.064,17.85,17.6,17.6556,"7,845",03/07/2024 19:00
11/20/2024,17.14,0.19,17.17,16.9,16.9496,"5,411",03/07/2024 19:00
12/18/2024,16.97,0.141,17.05,16.8,16.829,"1,565",03/07/2024 19:00
01/22/2025,17.66,0.185,17.71,17.45,17.475,497,03/07/2024 19:00
02/19/2025,18,0.225,18,17.8,17.775,76,03/07/2024 19:00
03/18/2025,18.25,0.15,18.25,18.14,18.1,5,03/07/2024 19:00
VIX,12.09,0.06,12.23,12.23,-,-,03/07/2024 20:00
07/03/2024,0,-0.125,0,0,12.15,0,03/07/2024 20:00
07/10/2024,0,-0.075,0,0,12.95,0,03/07/2024 20:00
07/17/2024,13.3,0.03,13.3,13.1,13.2699,"46,749",03/07/2024 20:00
07/24/2024,0,-0.1,0,0,13.9,0,03/07/2024 20:00
07/31/2024,0,-0.1,0,0,13.95,0,03/07/2024 20:00
08/07/2024,0,-0.1,0,0,13.95,0,03/07/2024 20:00
08/21/2024,14.35,0.002,14.4,14.2,14.3482,"33,514",03/07/2024 20:00
09/18/2024,15.25,-0.05,15.4,15.2,15.3,"14,654",03/07/2024 20:00
10/16/2024,17.7,-0.004,17.85,17.6,17.704,"8,175",03/07/2024 20:00
11/20/2024,17.15,0,17.2,16.9,17.15,"5,909",03/07/2024 20:00
12/18/2024,17.05,0.05,17.05,16.8,17,"1,648",03/07/2024 20:00
01/22/2025,17.72,0.02,17.72,17.45,17.7,534,03/07/2024 20:00
02/19/2025,18.02,0.02,18.03,17.8,18,80,03/07/2024 20:00
03/18/2025,18.34,0.015,18.34,18.14,18.325,9,03/07/2024 20:00
VIX,12.09,0.06,12.23,12.23,-,-,03/07/2024 21:00
07/03/2024,0,-0.125,0,0,12.15,0,03/07/2024 21:00
07/10/2024,0,-0.075,0,0,12.95,0,03/07/2024 21:00
07/17/2024,13.3,0.03,13.3,13.1,13.2699,"46,749",03/07/2024 21:00
07/24/2024,0,-0.1,0,0,13.9,0,03/07/2024 21:00
07/31/2024,0,-0.1,0,0,13.95,0,03/07/2024 21:00
08/07/2024,0,-0.1,0,0,13.95,0,03/07/2024 21:00
08/21/2024,14.35,0.002,14.4,14.2,14.3482,"33,514",03/07/2024 21:00
09/18/2024,15.25,-0.05,15.4,15.2,15.3,"14,654",03/07/2024 21:00
10/16/2024,17.7,-0.004,17.85,17.6,17.704,"8,175",03/07/2024 21:00
11/20/2024,17.15,0,17.2,16.9,17.15,"5,909",03/07/2024 21:00
12/18/2024,17.05,0.05,17.05,16.8,17,"1,648",03/07/2024 21:00
01/22/2025,17.72,0.02,17.72,17.45,17.7,534,03/07/2024 21:00
02/19/2025,18.02,0.02,18.03,17.8,18,80,03/07/2024 21:00
03/18/2025,18.34,0.015,18.34,18.14,18.325,9,03/07/2024 21:00
VIX,12.09,0.06,12.23,12.23,-,-,03/07/2024 22:00
07/03/2024,0,-0.125,0,0,12.15,0,03/07/2024 22:00
07/10/2024,0,-0.075,0,0,12.95,0,03/07/2024 22:00
07/17/2024,13.3,0.03,13.3,13.1,13.2699,"46,749",03/07/2024 22:00
07/24/2024,0,-0.1,0,0,13.9,0,03/07/2024 22:00
07/31/2024,0,-0.1,0,0,13.95,0,03/07/2024 22:00
08/07/2024,0,-0.1,0,0,13.95,0,03/07/2024 22:00
08/21/2024,14.35,0.002,14.4,14.2,14.3482,"33,514",03/07/2024 22:00
09/18/2024,15.25,-0.05,15.4,15.2,15.3,"14,654",03/07/2024 22:00
10/16/2024,17.7,-0.004,17.85,17.6,17.704,"8,175",03/07/2024 22:00
11/20/2024,17.15,0,17.2,16.9,17.15,"5,909",03/07/2024 22:00
12/18/2024,17.05,0.05,17.05,16.8,17,"1,648",03/07/2024 22:00
01/22/2025,17.72,0.02,17.72,17.45,17.7,534,03/07/2024 22:00
02/19/2025,18.02,0.02,18.03,17.8,18,80,03/07/2024 22:00
03/18/2025,18.34,0.015,18.34,18.14,18.325,9,03/07/2024 22:00
VIX,12.09,0.06,12.23,12.23,-,-,03/07/2024 23:00
07/03/2024,0,-0.125,0,0,12.15,0,03/07/2024 23:00
07/10/2024,0,-0.075,0,0,12.95,0,03/07/2024 23:00
07/17/2024,13.3,0.03,13.3,13.1,13.2699,"46,749",03/07/2024 23:00
07/24/2024,0,-0.1,0,0,13.9,0,03/07/2024 23:00
07/31/2024,0,-0.1,0,0,13.95,0,03/07/2024 23:00
08/07/2024,0,-0.1,0,0,13.95,0,03/07/2024 23:00
08/21/2024,14.35,0.002,14.4,14.2,14.3482,"33,514",03/07/2024 23:00
09/18/2024,15.25,-0.05,15.4,15.2,15.3,"14,654",03/07/2024 23:00
10/16/2024,17.7,-0.004,17.85,17.6,17.704,"8,175",03/07/2024 23:00
11/20/2024,17.15,0,17.2,16.9,17.15,"5,909",03/07/2024 23:00
12/18/2024,17.05,0.05,17.05,16.8,17,"1,648",03/07/2024 23:00
01/22/2025,17.72,0.02,17.72,17.45,17.7,534,03/07/2024 23:00
02/19/2025,18.02,0.02,18.03,17.8,18,80,03/07/2024 23:00
03/18/2025,18.34,0.015,18.34,18.14,18.325,9,03/07/2024 23:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 00:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 00:00
07/17/2024,13.25,-0.02,13.25,13.2,13.2699,207,04/07/2024 00:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 00:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 00:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 00:00
08/14/2024,0,,0,0,,0,04/07/2024 00:00
08/21/2024,0,,0,0,14.3482,0,04/07/2024 00:00
09/18/2024,0,,0,0,15.3,0,04/07/2024 00:00
10/16/2024,17.75,0.046,17.75,17.75,17.704,1,04/07/2024 00:00
11/20/2024,17.15,0,17.15,17.15,17.15,1,04/07/2024 00:00
12/18/2024,0,,0,0,17,0,04/07/2024 00:00
01/22/2025,0,,0,0,17.7,0,04/07/2024 00:00
02/19/2025,0,,0,0,18,0,04/07/2024 00:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 00:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 01:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 01:00
07/17/2024,13.22,-0.05,13.25,13.19,13.2699,487,04/07/2024 01:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 01:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 01:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 01:00
08/14/2024,0,,0,0,,0,04/07/2024 01:00
08/21/2024,14.26,-0.088,14.31,14.23,14.3482,235,04/07/2024 01:00
09/18/2024,15.3,0,15.3,15.24,15.3,107,04/07/2024 01:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,48,04/07/2024 01:00
11/20/2024,17.18,0.03,17.18,17.15,17.15,63,04/07/2024 01:00
12/18/2024,17.01,0.01,17.01,17,17,36,04/07/2024 01:00
01/22/2025,17.68,-0.02,17.68,17.68,17.7,1,04/07/2024 01:00
02/19/2025,0,,0,0,18,0,04/07/2024 01:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 01:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 02:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 02:00
07/17/2024,13.21,-0.06,13.25,13.19,13.2699,496,04/07/2024 02:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 02:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 02:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 02:00
08/14/2024,0,,0,0,,0,04/07/2024 02:00
08/21/2024,14.27,-0.078,14.31,14.23,14.3482,276,04/07/2024 02:00
09/18/2024,15.27,-0.03,15.3,15.24,15.3,113,04/07/2024 02:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,48,04/07/2024 02:00
11/20/2024,17.18,0.03,17.18,17.15,17.15,63,04/07/2024 02:00
12/18/2024,17.01,0.01,17.01,17,17,36,04/07/2024 02:00
01/22/2025,17.7,0,17.7,17.68,17.7,7,04/07/2024 02:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 02:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 02:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 03:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 03:00
07/17/2024,13.25,-0.02,13.25,13.19,13.2699,569,04/07/2024 03:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 03:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 03:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 03:00
08/14/2024,0,,0,0,,0,04/07/2024 03:00
08/21/2024,14.26,-0.088,14.31,14.23,14.3482,318,04/07/2024 03:00
09/18/2024,15.3,0,15.3,15.24,15.3,124,04/07/2024 03:00
10/16/2024,17.71,0.006,17.75,17.69,17.704,55,04/07/2024 03:00
11/20/2024,17.17,0.02,17.18,17.15,17.15,78,04/07/2024 03:00
12/18/2024,17.01,0.01,17.01,17,17,36,04/07/2024 03:00
01/22/2025,17.7,0,17.7,17.68,17.7,7,04/07/2024 03:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 03:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 03:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 04:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 04:00
07/17/2024,13.25,-0.02,13.25,13.19,13.2699,700,04/07/2024 04:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 04:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 04:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 04:00
08/14/2024,0,,0,0,,0,04/07/2024 04:00
08/21/2024,14.27,-0.078,14.31,14.23,14.3482,348,04/07/2024 04:00
09/18/2024,15.25,-0.05,15.3,15.24,15.3,152,04/07/2024 04:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,82,04/07/2024 04:00
11/20/2024,17.2,0.05,17.2,17.15,17.15,251,04/07/2024 04:00
12/18/2024,17.02,0.02,17.02,17,17,37,04/07/2024 04:00
01/22/2025,17.7,0,17.7,17.68,17.7,7,04/07/2024 04:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 04:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 04:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 05:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 05:00
07/17/2024,13.23,-0.04,13.25,13.19,13.2699,708,04/07/2024 05:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 05:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 05:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 05:00
08/14/2024,0,,0,0,,0,04/07/2024 05:00
08/21/2024,14.27,-0.078,14.31,14.23,14.3482,354,04/07/2024 05:00
09/18/2024,15.27,-0.03,15.3,15.24,15.3,155,04/07/2024 05:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,82,04/07/2024 05:00
11/20/2024,17.2,0.05,17.2,17.15,17.15,274,04/07/2024 05:00
12/18/2024,17.02,0.02,17.02,17,17,37,04/07/2024 05:00
01/22/2025,17.7,0,17.7,17.68,17.7,7,04/07/2024 05:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 05:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 05:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 06:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 06:00
07/17/2024,13.22,-0.05,13.25,13.19,13.2699,721,04/07/2024 06:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 06:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 06:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 06:00
08/14/2024,0,,0,0,,0,04/07/2024 06:00
08/21/2024,14.27,-0.078,14.31,14.23,14.3482,367,04/07/2024 06:00
09/18/2024,15.27,-0.03,15.3,15.24,15.3,162,04/07/2024 06:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,82,04/07/2024 06:00
11/20/2024,17.2,0.05,17.2,17.15,17.15,281,04/07/2024 06:00
12/18/2024,17.02,0.02,17.02,17,17,44,04/07/2024 06:00
01/22/2025,17.7,0,17.7,17.68,17.7,7,04/07/2024 06:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 06:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 06:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 07:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 07:00
07/17/2024,13.22,-0.05,13.25,13.19,13.2699,729,04/07/2024 07:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 07:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 07:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 07:00
08/14/2024,0,,0,0,,0,04/07/2024 07:00
08/21/2024,14.27,-0.078,14.31,14.23,14.3482,384,04/07/2024 07:00
09/18/2024,15.27,-0.03,15.3,15.24,15.3,170,04/07/2024 07:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,82,04/07/2024 07:00
11/20/2024,17.2,0.05,17.2,17.15,17.15,281,04/07/2024 07:00
12/18/2024,17.02,0.02,17.02,17,17,44,04/07/2024 07:00
01/22/2025,17.7,0,17.7,17.68,17.7,7,04/07/2024 07:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 07:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 07:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 08:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 08:00
07/17/2024,13.22,-0.05,13.25,13.19,13.2699,809,04/07/2024 08:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 08:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 08:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 08:00
08/14/2024,0,,0,0,,0,04/07/2024 08:00
08/21/2024,14.27,-0.078,14.31,14.23,14.3482,485,04/07/2024 08:00
09/18/2024,15.27,-0.03,15.3,15.24,15.3,189,04/07/2024 08:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,114,04/07/2024 08:00
11/20/2024,17.2,0.05,17.22,17.15,17.15,369,04/07/2024 08:00
12/18/2024,17.03,0.03,17.03,17,17,47,04/07/2024 08:00
01/22/2025,17.7,0,17.7,17.68,17.7,18,04/07/2024 08:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 08:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 08:00
VIX,12.09,0.06,12.23,12.23,-,-,04/07/2024 09:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 09:00
07/17/2024,13.15,-0.12,13.25,13.15,13.2699,951,04/07/2024 09:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 09:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 09:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 09:00
08/14/2024,0,,0,0,,0,04/07/2024 09:00
08/21/2024,14.23,-0.118,14.31,14.2,14.3482,615,04/07/2024 09:00
09/18/2024,15.24,-0.06,15.3,15.24,15.3,263,04/07/2024 09:00
10/16/2024,17.74,0.036,17.75,17.69,17.704,266,04/07/2024 09:00
11/20/2024,17.2,0.05,17.22,17.15,17.15,518,04/07/2024 09:00
12/18/2024,17.05,0.05,17.05,17,17,90,04/07/2024 09:00
01/22/2025,17.68,-0.02,17.7,17.68,17.7,22,04/07/2024 09:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 09:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 09:00
VIX,12.1,0.01,12.12,12.12,-,-,04/07/2024 10:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 10:00
07/17/2024,13.17,-0.1,13.25,13.15,13.2699,"1,108",04/07/2024 10:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 10:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 10:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 10:00
08/14/2024,0,,0,0,,0,04/07/2024 10:00
08/21/2024,14.22,-0.128,14.31,14.2,14.3482,831,04/07/2024 10:00
09/18/2024,15.25,-0.05,15.3,15.2,15.3,398,04/07/2024 10:00
10/16/2024,17.7,-0.004,17.75,17.69,17.704,334,04/07/2024 10:00
11/20/2024,17.2,0.05,17.22,17.15,17.15,526,04/07/2024 10:00
12/18/2024,17.05,0.05,17.05,17,17,90,04/07/2024 10:00
01/22/2025,17.68,-0.02,17.7,17.68,17.7,22,04/07/2024 10:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 10:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 10:00
VIX,12.1,0.01,12.13,12.13,-,-,04/07/2024 11:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 11:00
07/17/2024,13.15,-0.12,13.25,13.15,13.2699,"1,362",04/07/2024 11:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 11:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 11:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 11:00
08/14/2024,0,,0,0,,0,04/07/2024 11:00
08/21/2024,14.24,-0.108,14.31,14.2,14.3482,"1,025",04/07/2024 11:00
09/18/2024,15.25,-0.05,15.3,15.2,15.3,471,04/07/2024 11:00
10/16/2024,17.71,0.006,17.75,17.69,17.704,462,04/07/2024 11:00
11/20/2024,17.16,0.01,17.22,17.15,17.15,565,04/07/2024 11:00
12/18/2024,17.02,0.02,17.05,17,17,128,04/07/2024 11:00
01/22/2025,17.67,-0.03,17.7,17.67,17.7,30,04/07/2024 11:00
02/19/2025,18.04,0.04,18.04,18.04,18,5,04/07/2024 11:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 11:00
VIX,12.11,0.02,12.13,12.13,-,-,04/07/2024 12:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 12:00
07/17/2024,13.17,-0.1,13.25,13.15,13.2699,"1,619",04/07/2024 12:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 12:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 12:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 12:00
08/14/2024,0,,0,0,,0,04/07/2024 12:00
08/21/2024,14.23,-0.118,14.31,14.2,14.3482,"1,627",04/07/2024 12:00
09/18/2024,15.26,-0.04,15.3,15.2,15.3,490,04/07/2024 12:00
10/16/2024,17.67,-0.034,17.75,17.67,17.704,981,04/07/2024 12:00
11/20/2024,17.15,0,17.22,17.15,17.15,693,04/07/2024 12:00
12/18/2024,17,0,17.05,17,17,189,04/07/2024 12:00
01/22/2025,17.68,-0.02,17.7,17.67,17.7,31,04/07/2024 12:00
02/19/2025,18.04,0.04,18.04,18.04,18,6,04/07/2024 12:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 12:00
VIX,12.13,0.04,12.13,12.13,-,-,04/07/2024 13:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 13:00
07/17/2024,13.16,-0.11,13.25,13.15,13.2699,"1,644",04/07/2024 13:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 13:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 13:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 13:00
08/14/2024,0,,0,0,,0,04/07/2024 13:00
08/21/2024,14.2,-0.148,14.31,14.2,14.3482,"1,670",04/07/2024 13:00
09/18/2024,15.25,-0.05,15.3,15.2,15.3,494,04/07/2024 13:00
10/16/2024,17.7,-0.004,17.75,17.67,17.704,"1,002",04/07/2024 13:00
11/20/2024,17.16,0.01,17.22,17.15,17.15,726,04/07/2024 13:00
12/18/2024,17,0,17.05,17,17,209,04/07/2024 13:00
01/22/2025,17.68,-0.02,17.7,17.67,17.7,31,04/07/2024 13:00
02/19/2025,18.04,0.04,18.04,18.04,18,6,04/07/2024 13:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 13:00
VIX,12.15,0.06,12.15,12.15,-,-,04/07/2024 14:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 14:00
07/17/2024,13.17,-0.1,13.25,13.15,13.2699,"1,690",04/07/2024 14:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 14:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 14:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 14:00
08/14/2024,0,,0,0,,0,04/07/2024 14:00
08/21/2024,14.23,-0.118,14.31,14.2,14.3482,"1,794",04/07/2024 14:00
09/18/2024,15.22,-0.08,15.3,15.2,15.3,549,04/07/2024 14:00
10/16/2024,17.66,-0.044,17.75,17.66,17.704,"1,051",04/07/2024 14:00
11/20/2024,17.16,0.01,17.22,17.15,17.15,726,04/07/2024 14:00
12/18/2024,17,0,17.05,17,17,209,04/07/2024 14:00
01/22/2025,17.68,-0.02,17.7,17.67,17.7,31,04/07/2024 14:00
02/19/2025,18.04,0.04,18.04,18.04,18,6,04/07/2024 14:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 14:00
VIX,12.18,0.09,12.18,12.18,-,-,04/07/2024 15:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 15:00
07/17/2024,13.2,-0.07,13.25,13.15,13.2699,"1,717",04/07/2024 15:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 15:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 15:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 15:00
08/14/2024,0,,0,0,,0,04/07/2024 15:00
08/21/2024,14.22,-0.128,14.31,14.2,14.3482,"1,936",04/07/2024 15:00
09/18/2024,15.22,-0.08,15.3,15.2,15.3,564,04/07/2024 15:00
10/16/2024,17.66,-0.044,17.75,17.66,17.704,"1,447",04/07/2024 15:00
11/20/2024,17.15,0,17.22,17.14,17.15,"1,185",04/07/2024 15:00
12/18/2024,16.98,-0.02,17.05,16.98,17,212,04/07/2024 15:00
01/22/2025,17.65,-0.05,17.7,17.65,17.7,35,04/07/2024 15:00
02/19/2025,18.04,0.04,18.04,18.04,18,6,04/07/2024 15:00
03/18/2025,0,,0,0,18.325,0,04/07/2024 15:00
VIX,12.28,0.19,12.28,12.28,-,-,04/07/2024 16:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 16:00
07/17/2024,13.25,-0.02,13.3,13.15,13.2699,"2,926",04/07/2024 16:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 16:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 16:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 16:00
08/14/2024,0,,0,0,,0,04/07/2024 16:00
08/21/2024,14.3,-0.048,14.31,14.2,14.3482,"2,367",04/07/2024 16:00
09/18/2024,15.3,0,15.3,15.2,15.3,750,04/07/2024 16:00
10/16/2024,17.71,0.006,17.75,17.66,17.704,"1,564",04/07/2024 16:00
11/20/2024,17.15,0,17.22,17.14,17.15,"1,200",04/07/2024 16:00
12/18/2024,17,0,17.05,16.98,17,231,04/07/2024 16:00
01/22/2025,17.7,0,17.7,17.65,17.7,43,04/07/2024 16:00
02/19/2025,18.06,0.06,18.06,18.04,18,8,04/07/2024 16:00
03/18/2025,18.37,0.045,18.37,18.37,18.325,2,04/07/2024 16:00
VIX,12.31,0.22,12.35,12.35,-,-,04/07/2024 17:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 17:00
07/17/2024,13.32,0.05,13.35,13.15,13.2699,"3,787",04/07/2024 17:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 17:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 17:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 17:00
08/14/2024,0,,0,0,,0,04/07/2024 17:00
08/21/2024,14.31,-0.038,14.35,14.2,14.3482,"3,214",04/07/2024 17:00
09/18/2024,15.28,-0.02,15.31,15.2,15.3,"1,202",04/07/2024 17:00
10/16/2024,17.72,0.016,17.75,17.66,17.704,"1,765",04/07/2024 17:00
11/20/2024,17.18,0.03,17.22,17.14,17.15,"1,213",04/07/2024 17:00
12/18/2024,17.02,0.02,17.05,16.98,17,233,04/07/2024 17:00
01/22/2025,17.7,0,17.7,17.65,17.7,43,04/07/2024 17:00
02/19/2025,18.09,0.09,18.09,18.04,18,10,04/07/2024 17:00
03/18/2025,18.4,0.075,18.4,18.37,18.325,4,04/07/2024 17:00
VIX,12.26,0.17,12.35,12.35,-,-,04/07/2024 18:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 18:00
07/17/2024,13.2,-0.07,13.35,13.15,13.2699,"4,893",04/07/2024 18:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 18:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 18:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 18:00
08/14/2024,0,,0,0,,0,04/07/2024 18:00
08/21/2024,14.27,-0.078,14.35,14.2,14.3482,"4,302",04/07/2024 18:00
09/18/2024,15.2,-0.1,15.31,15.2,15.3,"1,467",04/07/2024 18:00
10/16/2024,17.67,-0.034,17.75,17.66,17.704,"1,955",04/07/2024 18:00
11/20/2024,17.12,-0.03,17.22,17.12,17.15,"1,233",04/07/2024 18:00
12/18/2024,16.98,-0.02,17.05,16.95,17,289,04/07/2024 18:00
01/22/2025,17.65,-0.05,17.7,17.65,17.7,62,04/07/2024 18:00
02/19/2025,18.09,0.09,18.09,18.04,18,10,04/07/2024 18:00
03/18/2025,18.4,0.075,18.4,18.37,18.325,4,04/07/2024 18:00
VIX,12.26,0.17,12.35,12.35,-,-,04/07/2024 19:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 19:00
07/17/2024,13.2,-0.07,13.35,13.15,13.2699,"4,893",04/07/2024 19:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 19:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 19:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 19:00
08/14/2024,0,,0,0,,0,04/07/2024 19:00
08/21/2024,14.27,-0.078,14.35,14.2,14.3482,"4,302",04/07/2024 19:00
09/18/2024,15.2,-0.1,15.31,15.2,15.3,"1,467",04/07/2024 19:00
10/16/2024,17.67,-0.034,17.75,17.66,17.704,"1,955",04/07/2024 19:00
11/20/2024,17.12,-0.03,17.22,17.12,17.15,"1,233",04/07/2024 19:00
12/18/2024,16.98,-0.02,17.05,16.95,17,289,04/07/2024 19:00
01/22/2025,17.65,-0.05,17.7,17.65,17.7,62,04/07/2024 19:00
02/19/2025,18.09,0.09,18.09,18.04,18,10,04/07/2024 19:00
03/18/2025,18.4,0.075,18.4,18.37,18.325,4,04/07/2024 19:00
VIX,12.26,0.17,12.35,12.35,-,-,04/07/2024 20:00
07/10/2024,0,,0,0,12.95,0,04/07/2024 20:00
07/17/2024,13.2,-0.07,13.35,13.15,13.2699,"4,893",04/07/2024 20:00
07/24/2024,0,,0,0,13.9,0,04/07/2024 20:00
07/31/2024,0,,0,0,13.95,0,04/07/2024 20:00
08/07/2024,0,,0,0,13.95,0,04/07/2024 20:00
08/14/2024,0,,0,0,,0,04/07/2024 20:00
08/21/2024,14.27,-0.078,14.35,14.2,14.3482,"4,302",04/07/2024 20:00
09/18/2024,15.2,-0.1,15.31,15.2,15.3,"1,467",04/07/2024 20:00
10/16/2024,17.67,-0.034,17.75,17.66,17.704,"1,955",04/07/2024 20:00
11/20/2024,17.12,-0.03,17.22,17.12,17.15,"1,233",04/07/2024 20:00
